"Topic","1"," "," "
"0.80092","20","conversations with the news co-speculation into conversational interactions with news content",""
"0.5956","45","metaverse perspectives from japan a participatory speculative design case study",""
"0.56115","25","drinking chai with your (ai) programming partner a design fiction about generative ai for software engineering",""
"0.51368","55","rendering a better future (L Shape)",""
"0.43324","50","objective portrait a practice-based inquiry to explore al as a reflective design partner",""
"0.40392","54","prototyping relational things that talk a discursive design strategy for conversational ai systems",""
"0.38832","12","The Future of HCI-Policy Collaboration",""
"0.38075","49","nishant shah",""
"0.37739","23","designing with ai- a user study to explore the future role of ai as a collaborative tool in graphics design",""
"0.34135","64","unreliable narrator reparative approaches to harmful biases in ai storytelling for the he classroom and future creative industries",""
"-","-","-","-"
"Topic","2"," "," "
"0.90217","15","ahrc design fellows challenges of the future ai data",""
"0.63779","5","Exploration of the Future of Co-Creative Systems Through Collaborative Speculative Design Practices",""
"0.6255","13","World Yearbook of Education 2024 Digi... (Z-Library) (dragged)",""
"0.61101","7","Instituting socio-technical education futures encounters with through technical democracy, data justice, and imaginaries",""
"0.5416","34","how to use generative ai as a design material for future human-computer (co-) creation",""
"0.41165","4","Call for Speculative ICCC",""
"0.3293","58","speculation forms and functions",""
"0.23557","57","sparking creativity with robots a design perspective",""
"0.20768","48","nine potential pitfalls when designing human-ai co-creative systems",""
"0.19131","36","imagining the future of creative ai tools a cospeculative workshop",""
"-","-","-","-"
"Topic","3"," "," "
"0.46685","35","humans will lose proper imagination unconsciously",""
"0.4278","66","what is human-centered about human-centered ai a map of the research landscape",""
"0.28254","21","deepfakes in india from words for the lies to the faces for the lies",""
"0.25277","17","ai-generated dance and the subjectivity challenge",""
"0.16566","25","drinking chai with your (ai) programming partner a design fiction about generative ai for software engineering",""
"0.1567","59","speculative mobility exploring sustainability-driven scenarios for future car owners",""
"0.15503","26","embodying an interactive ai for dance through movement ideation",""
"0.14091","4","Call for Speculative ICCC",""
"0.11995","9","Lonely Road Maison 2021 preprint",""
"0.084269","51","on the integration of machine agents into live coding",""
"-","-","-","-"
"Topic","4"," "," "
"0.55104","60","synthetic ethnography field devices for the qualitative study of generative models",""
"0.48956","38","its like the value system in the loop domain experts values expectations for nlp automation",""
"0.24824","42","memento flori speculative design approaches to memorials of the future",""
"0.24005","64","unreliable narrator reparative approaches to harmful biases in ai storytelling for the he classroom and future creative industries",""
"0.23774","47","muGen — Generative AI as Machinic Exploration of Cultural Archives",""
"0.22205","65","user perspectives of the ethical dilemmas of ownership accountability leadership in human-ai co-creation",""
"0.20699","67","when happy accidents spark creativity bringing collaborative speculation to life with generative ai",""
"0.16521","22","design ideation with ai-sketching thinking and talking with generative machine learning models",""
"0.1554","18","artistic fusion- exploring the potential of ai-generated artwork in enabling creative expression with people with intellectual disabilities",""
"0.15481","16","ai in the public eye investigating public ai literacy through ai art",""
"-","-","-","-"
"Topic","5"," "," "
"0.77076","11","Public Interest Technology Indian Megacities",""
"0.61975","21","deepfakes in india from words for the lies to the faces for the lies",""
"0.59212","57","sparking creativity with robots a design perspective",""
"0.50466","28","festforward participatory design futuring and world-building for equitable digital futures in performing arts festivals",""
"0.35513","51","on the integration of machine agents into live coding",""
"0.30718","66","what is human-centered about human-centered ai a map of the research landscape",""
"0.248","5","Exploration of the Future of Co-Creative Systems Through Collaborative Speculative Design Practices",""
"0.21963","64","unreliable narrator reparative approaches to harmful biases in ai storytelling for the he classroom and future creative industries",""
"0.19989","13","World Yearbook of Education 2024 Digi... (Z-Library) (dragged)",""
"0.18857","47","muGen — Generative AI as Machinic Exploration of Cultural Archives",""
"-","-","-","-"
"Topic","6"," "," "
"0.81204","59","speculative mobility exploring sustainability-driven scenarios for future car owners",""
"0.62985","48","nine potential pitfalls when designing human-ai co-creative systems",""
"0.62057","2","Algorithmic Abduction Robots",""
"0.38167","38","its like the value system in the loop domain experts values expectations for nlp automation",""
"0.37502","54","prototyping relational things that talk a discursive design strategy for conversational ai systems",""
"0.33772","62","the future of generative ai how genai would change human-computer co-creation in the next 10 to 15 years",""
"0.2516","30","from ban it till we understand it to resistance is futile how university programming instructors plan to adapt as more students use ai code generation and",""
"0.20299","23","designing with ai- a user study to explore the future role of ai as a collaborative tool in graphics design",""
"0.18627","22","design ideation with ai-sketching thinking and talking with generative machine learning models",""
"0.17678","58","speculation forms and functions",""
"-","-","-","-"
"Topic","7"," "," "
"0.50255","30","from ban it till we understand it to resistance is futile how university programming instructors plan to adapt as more students use ai code generation and",""
"0.44923","18","artistic fusion- exploring the potential of ai-generated artwork in enabling creative expression with people with intellectual disabilities",""
"0.41456","61","the entoptic field camera as metaphor-driven research-through-design with ai technologies",""
"0.38217","65","user perspectives of the ethical dilemmas of ownership accountability leadership in human-ai co-creation",""
"0.37182","44","message ritual a posthuman account of living with lamp",""
