"Topic","1"," "," "
"0.20628","38","its like the value system in the loop domain experts values expectations for nlp automation",""
"0.19459","27","experiential speculation in vision-based ai design education designing conventional and progressive ai futures",""
"0.17095","46","miracle machine in the making soulful speculation with kabbalah",""
"0.15676","55","rendering a better future (L Shape)",""
"0.14895","59","speculative mobility exploring sustainability-driven scenarios for future car owners",""
"0.14065","22","design ideation with ai-sketching thinking and talking with generative machine learning models",""
"0.13639","39","lost in the logistical funhouse speculative design as synthetic media enterprise",""
"0.12612","36","imagining the future of creative ai tools a cospeculative workshop",""
"0.12498","14","_explorers of unknown planets practices and politics of artificial intelligence in visual arts",""
"0.11939","2","Algorithmic Abduction Robots",""
"-","-","-","-"
"Topic","2"," "," "
"0.30726","8","Investigating Consumer Perception and Speculative AI Labels for Creative AI Usage In Media",""
"0.26456","20","conversations with the news co-speculation into conversational interactions with news content",""
"0.16401","45","metaverse perspectives from japan a participatory speculative design case study",""
"0.16044","65","user perspectives of the ethical dilemmas of ownership accountability leadership in human-ai co-creation",""
"0.16035","23","designing with ai- a user study to explore the future role of ai as a collaborative tool in graphics design",""
"0.15708","52","participatory conceptual design of accessible digital musical instruments using generative ai",""
"0.14204","29","filmmaking of the future a co-design-led investigation into the potential of immersive technologies to enhance the small and medium audiovisual production",""
"0.13214","36","imagining the future of creative ai tools a cospeculative workshop",""
"0.13039","5","Exploration of the Future of Co-Creative Systems Through Collaborative Speculative Design Practices",""
"0.12511","40","machine talking speculative conversations with ai through practice-oriented research",""
"-","-","-","-"
"Topic","3"," "," "
"0.32934","12","The Future of HCI-Policy Collaboration",""
"0.2158","61","the entoptic field camera as metaphor-driven research-through-design with ai technologies",""
"0.16924","15","ahrc design fellows challenges of the future ai data",""
"0.16072","5","Exploration of the Future of Co-Creative Systems Through Collaborative Speculative Design Practices",""
"0.15007","56","responsible language technologies foreseeing and mitigating harms",""
"0.14629","44","message ritual a posthuman account of living with lamp",""
"0.12848","48","nine potential pitfalls when designing human-ai co-creative systems",""
"0.10301","58","speculation forms and functions",""
"0.10214","34","how to use generative ai as a design material for future human-computer (co-) creation",""
"0.098163","7","Instituting socio-technical education futures encounters with through technical democracy, data justice, and imaginaries",""
"-","-","-","-"
"Topic","4"," "," "
"0.31516","63","unpredictable memes speculative futures of meme creators ownership through the lens of disruptive technologies",""
"0.23457","3","Artificial Intelligence and Creativity",""
"0.21717","18","artistic fusion- exploring the potential of ai-generated artwork in enabling creative expression with people with intellectual disabilities",""
"0.19652","16","ai in the public eye investigating public ai literacy through ai art",""
"0.18024","47","muGen — Generative AI as Machinic Exploration of Cultural Archives",""
"0.17783","60","synthetic ethnography field devices for the qualitative study of generative models",""
"0.15435","14","_explorers of unknown planets practices and politics of artificial intelligence in visual arts",""
"0.14012","28","festforward participatory design futuring and world-building for equitable digital futures in performing arts festivals",""
"0.12673","49","nishant shah",""
"0.12644","39","lost in the logistical funhouse speculative design as synthetic media enterprise",""
"-","-","-","-"
"Topic","5"," "," "
"0.32661","53","probing respiratory care with generative deep learning",""
"0.23975","30","from ban it till we understand it to resistance is futile how university programming instructors plan to adapt as more students use ai code generation and",""
"0.21796","4","Call for Speculative ICCC",""
"0.18826","34","how to use generative ai as a design material for future human-computer (co-) creation",""
"0.17689","33","hidden layer interaction a co-creative design fiction for generative models",""
"0.16064","2","Algorithmic Abduction Robots",""
"0.14307","60","synthetic ethnography field devices for the qualitative study of generative models",""
"0.14157","50","objective portrait a practice-based inquiry to explore al as a reflective design partner",""
"0.12929","35","humans will lose proper imagination unconsciously",""
"0.12475","47","muGen — Generative AI as Machinic Exploration of Cultural Archives",""
"-","-","-","-"
"Topic","6"," "," "
"0.35571","13","World Yearbook of Education 2024 Digi... (Z-Library) (dragged)",""
"0.25819","7","Instituting socio-technical education futures encounters with through technical democracy, data justice, and imaginaries",""
"0.23363","41","machines for living",""
"0.18463","24","dreams for digital spaces symposium paper what shapes the worlds of children educators and researchers",""
"0.16896","43","memory manipulations in extended reality",""
"0.15607","58","speculation forms and functions",""
"0.14913","11","Public Interest Technology Indian Megacities",""
"0.14413","3","Artificial Intelligence and Creativity",""
"0.13571","28","festforward participatory design futuring and world-building for equitable digital futures in performing arts festivals",""
"0.13418","31","from critical technical practice to reflexive data science",""
"-","-","-","-"
"Topic","7"," "," "
"0.26353","59","speculative mobility exploring sustainability-driven scenarios for future car owners",""
"0.14273","26","embodying an interactive ai for dance through movement ideation",""
"0.13203","55","rendering a better future (L Shape)",""
"0.1182","17","ai-generated dance and the subjectivity challenge",""
"0.11582","11","Public Interest Technology Indian Megacities",""
"0.11258","54","prototyping relational things that talk a discursive design strategy for conversational ai systems",""
"0.10929","41","machines for living",""
"0.10508","24","dreams for digital spaces symposium paper what shapes the worlds of children educators and researchers",""
"0.10086","18","artistic fusion- exploring the potential of ai-generated artwork in enabling creative expression with people with intellectual disabilities",""
"0.098758","40","machine talking speculative conversations with ai through practice-oriented research",""
"-","-","-","-"
"Topic","8"," "," "
"0.48871","10","Predictive or Imaginative Futures",""
"0.18132","58","speculation forms and functions",""
"0.1434","51","on the integration of machine agents into live coding",""
"0.12334","21","deepfakes in india from words for the lies to the faces for the lies",""
"0.1209","60","synthetic ethnography field devices for the qualitative study of generative models",""
"0.11696","67","when happy accidents spark creativity bringing collaborative speculation to life with generative ai",""
"0.11342","50","objective portrait a practice-based inquiry to explore al as a reflective design partner",""
"0.09717","11","Public Interest Technology Indian Megacities",""
"0.093614","5","Exploration of the Future of Co-Creative Systems Through Collaborative Speculative Design Practices",""
"0.091684","39","lost in the logistical funhouse speculative design as synthetic media enterprise",""
"-","-","-","-"
"Topic","9"," "," "
"0.36765","54","prototyping relational things that talk a discursive design strategy for conversational ai systems",""
"0.22719","40","machine talking speculative conversations with ai through practice-oriented research",""
"0.21703","49","nishant shah",""
"0.19901","6","Exploring the Human-AI Nexus- A Friendly Dispute Between Second-Order Cybernetical Ethical Thinking and Questions of AI Ethics",""
"0.18619","53","probing respiratory care with generative deep learning",""
"0.12691","51","on the integration of machine agents into live coding",""
"0.11707","5","Exploration of the Future of Co-Creative Systems Through Collaborative Speculative Design Practices",""
"0.11407","64","unreliable narrator reparative approaches to harmful biases in ai storytelling for the he classroom and future creative industries",""
"0.11299","20","conversations with the news co-speculation into conversational interactions with news content",""
"0.11086","37","intelligent music performance system towards a design framework",""
"-","-","-","-"
"Topic","10"," "," "
"0.34144","66","what is human-centered about human-centered ai a map of the research landscape",""
"0.21137","56","responsible language technologies foreseeing and mitigating harms",""
"0.21026","62","the future of generative ai how genai would change human-computer co-creation in the next 10 to 15 years",""
"0.19925","45","metaverse perspectives from japan a participatory speculative design case study",""
"0.16659","22","design ideation with ai-sketching thinking and talking with generative machine learning models",""
"0.16577","46","miracle machine in the making soulful speculation with kabbalah",""
"0.16481","25","drinking chai with your (ai) programming partner a design fiction about generative ai for software engineering",""
"0.15253","48","nine potential pitfalls when designing human-ai co-creative systems",""
"0.13772","44","message ritual a posthuman account of living with lamp",""
"0.13492","61","the entoptic field camera as metaphor-driven research-through-design with ai technologies",""
"-","-","-","-"
"Topic","11"," "," "
"0.35837","29","filmmaking of the future a co-design-led investigation into the potential of immersive technologies to enhance the small and medium audiovisual production",""
"0.099941","30","from ban it till we understand it to resistance is futile how university programming instructors plan to adapt as more students use ai code generation and",""
"0.098724","15","ahrc design fellows challenges of the future ai data",""
"0.096762","10","Predictive or Imaginative Futures",""
"0.089283","23","designing with ai- a user study to explore the future role of ai as a collaborative tool in graphics design",""
"0.07867","31","from critical technical practice to reflexive data science",""
"0.074531","1","A Speculative Exploration of the Role of Dialogue in Human-Computer Co-creation",""
"0.073396","47","muGen — Generative AI as Machinic Exploration of Cultural Archives",""
"0.071081","52","participatory conceptual design of accessible digital musical instruments using generative ai",""
"0.067021","59","speculative mobility exploring sustainability-driven scenarios for future car owners",""
"-","-","-","-"
"Topic","12"," "," "
"0.40031","42","memento flori speculative design approaches to memorials of the future",""
"0.16023","43","memory manipulations in extended reality",""
"0.12237","11","Public Interest Technology Indian Megacities",""
"0.1194","64","unreliable narrator reparative approaches to harmful biases in ai storytelling for the he classroom and future creative industries",""
"0.096006","68","writers want ai collaborators to respect their personal values and writing strategies a human-centered perspective on ai co-writing",""
"0.086555","6","Exploring the Human-AI Nexus- A Friendly Dispute Between Second-Order Cybernetical Ethical Thinking and Questions of AI Ethics",""
"0.085515","41","machines for living",""
"0.077517","9","Lonely Road Maison 2021 preprint",""
"0.076914","62","the future of generative ai how genai would change human-computer co-creation in the next 10 to 15 years",""
"0.072808","34","how to use generative ai as a design material for future human-computer (co-) creation",""
"-","-","-","-"
"Topic","13"," "," "
"0.32638","68","writers want ai collaborators to respect their personal values and writing strategies a human-centered perspective on ai co-writing",""
"0.15102","31","from critical technical practice to reflexive data science",""
"0.12506","64","unreliable narrator reparative approaches to harmful biases in ai storytelling for the he classroom and future creative industries",""
"0.10103","23","designing with ai- a user study to explore the future role of ai as a collaborative tool in graphics design",""
"0.094064","29","filmmaking of the future a co-design-led investigation into the potential of immersive technologies to enhance the small and medium audiovisual production",""
"0.085575","19","boosting children's creativity through creative interactions with social robots",""
"0.081739","22","design ideation with ai-sketching thinking and talking with generative machine learning models",""
"0.080319","57","sparking creativity with robots a design perspective",""
"0.077456","8","Investigating Consumer Perception and Speculative AI Labels for Creative AI Usage In Media",""
"0.071928","35","humans will lose proper imagination unconsciously",""
"-","-","-","-"
"Topic","14"," "," "
"0.37474","17","ai-generated dance and the subjectivity challenge",""
"0.28666","26","embodying an interactive ai for dance through movement ideation",""
"0.15561","52","participatory conceptual design of accessible digital musical instruments using generative ai",""
"0.11911","33","hidden layer interaction a co-creative design fiction for generative models",""
"0.10393","37","intelligent music performance system towards a design framework",""
"0.078998","51","on the integration of machine agents into live coding",""
"0.074861","1","A Speculative Exploration of the Role of Dialogue in Human-Computer Co-creation",""
"0.073775","21","deepfakes in india from words for the lies to the faces for the lies",""
"0.070797","2","Algorithmic Abduction Robots",""
"0.05811","14","_explorers of unknown planets practices and politics of artificial intelligence in visual arts",""
"-","-","-","-"
"Topic","15"," "," "
"0.42699","19","boosting children's creativity through creative interactions with social robots",""
"0.40119","57","sparking creativity with robots a design perspective",""
"0.13806","51","on the integration of machine agents into live coding",""
"0.09003","9","Lonely Road Maison 2021 preprint",""
"0.086264","1","A Speculative Exploration of the Role of Dialogue in Human-Computer Co-creation",""
"0.063458","37","intelligent music performance system towards a design framework",""
"0.062601","3","Artificial Intelligence and Creativity",""
"0.054214","44","message ritual a posthuman account of living with lamp",""
"0.05222","36","imagining the future of creative ai tools a cospeculative workshop",""
"0.048743","39","lost in the logistical funhouse speculative design as synthetic media enterprise",""
"-","-","-","-"
